LosAngeles CA, 0, 365
LosAngeles CA, 1, 365
LosAngeles CA, 2, 364
LosAngeles CA, 3, 365
LosAngeles CA, 4, 365
LosAngeles CA, 5, 365
LosAngeles CA, 6, 175
LosAngeles CA, 7, 253
LosAngeles CA, 8, 366
LosAngeles CA, 9, 363
LosAngeles CA, 10, 363
LosAngeles CA, 11, 361
LosAngeles CA, 12, 361
LosAngeles CA, 13, 354
LosAngeles CA, 14, 347
LosAngeles CA, 15, 344
LosAngeles CA, 16, 335
LosAngeles CA, 17, 318
LosAngeles CA, 18, 313
LosAngeles CA, 19, 317
LosAngeles CA, 20, 323
LosAngeles CA, 21, 318
LosAngeles CA, 22, 364
LosAngeles CA, 23, 365
SFO CA, 0, 365
SFO CA, 1, 365
SFO CA, 2, 364
SFO CA, 3, 365
SFO CA, 4, 365
SFO CA, 5, 365
SFO CA, 6, 143
SFO CA, 7, 251
SFO CA, 8, 365
SFO CA, 9, 365
SFO CA, 10, 365
SFO CA, 11, 362
SFO CA, 12, 361
SFO CA, 13, 360
SFO CA, 14, 357
SFO CA, 15, 354
SFO CA, 16, 349
SFO CA, 17, 339
SFO CA, 18, 321
SFO CA, 19, 310
SFO CA, 20, 300
SFO CA, 21, 315
SFO CA, 22, 361
SFO CA, 23, 365
Tampa FL, 0, 365
Tampa FL, 1, 365
Tampa FL, 2, 364
Tampa FL, 3, 136
Tampa FL, 4, 250
Tampa FL, 5, 364
Tampa FL, 6, 364
Tampa FL, 7, 364
Tampa FL, 8, 364
Tampa FL, 9, 364
Tampa FL, 10, 362
Tampa FL, 11, 362
Tampa FL, 12, 360
Tampa FL, 13, 354
Tampa FL, 14, 347
Tampa FL, 15, 341
Tampa FL, 16, 333
Tampa FL, 17, 327
Tampa FL, 18, 317
Tampa FL, 19, 314
Tampa FL, 20, 361
Tampa FL, 21, 365
Tampa FL, 22, 365
Tampa FL, 23, 363
Austin TX, 0, 364
Austin TX, 1, 362
Austin TX, 2, 361
Austin TX, 3, 357
Austin TX, 4, 136
Austin TX, 5, 256
Austin TX, 6, 365
Austin TX, 7, 362
Austin TX, 8, 362
Austin TX, 9, 363
Austin TX, 10, 364
Austin TX, 11, 362
Austin TX, 12, 363
Austin TX, 13, 361
Austin TX, 14, 358
Austin TX, 15, 360
Austin TX, 16, 358
Austin TX, 17, 358
Austin TX, 18, 361
Austin TX, 19, 356
Austin TX, 20, 359
Austin TX, 21, 363
Austin TX, 22, 360
Austin TX, 23, 358
SanDiego CA, 0, 365
SanDiego CA, 1, 365
SanDiego CA, 2, 364
SanDiego CA, 3, 365
SanDiego CA, 4, 365
SanDiego CA, 5, 365
SanDiego CA, 6, 160
SanDiego CA, 7, 253
SanDiego CA, 8, 365
SanDiego CA, 9, 365
SanDiego CA, 10, 365
SanDiego CA, 11, 365
SanDiego CA, 12, 365
SanDiego CA, 13, 364
SanDiego CA, 14, 364
SanDiego CA, 15, 364
SanDiego CA, 16, 365
SanDiego CA, 17, 365
SanDiego CA, 18, 365
SanDiego CA, 19, 365
SanDiego CA, 20, 364
SanDiego CA, 21, 365
SanDiego CA, 22, 365
SanDiego CA, 23, 364
